Customer Order No,Line No,Order Date,Order Details,Project No,Project Element,Division Code,Confirmed Delivery Date 1,Requested Delivery Date 1,Currency Code,Salesperson,Customer Order Type,Ord Line Status,Line Suffix,Alsis Code,Customer Order Line No,Salesperson Name
0000072310,4,11/22/2011,Ord:0000072310- Line:4    ,       ,        ,P3A,12/7/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231040,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072310,5,11/22/2011,Ord:0000072310- Line:5    ,       ,        ,P3A,12/7/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231050,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072313,1,11/22/2011,Ord:0000072313- Line:1    ,       ,        ,P3A,11/22/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072313,2,11/22/2011,Ord:0000072313- Line:2    ,       ,        ,P3A,11/22/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072333,1,11/23/2011,Ord:0000072333- Line:1    ,       ,        ,P3A,12/8/2011,11/23/2011,   ,5900,QUO,05,0,     ,000007233310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072333,2,11/23/2011,Ord:0000072333- Line:2    ,       ,        ,P3A,12/1/2011,11/23/2011,   ,5900,QUO,05,0,     ,000007233320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072455,1,11/25/2011,Ord:0000072455- Line:1    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245510,EPS
0000072455,2,11/25/2011,Ord:0000072455- Line:2    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245520,EPS
0000072455,3,11/25/2011,Ord:0000072455- Line:3    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245530,EPS
0000072455,4,11/25/2011,Ord:0000072455- Line:4    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245540,EPS
0000072455,5,11/25/2011,Ord:0000072455- Line:5    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245550,EPS
0000072455,6,11/25/2011,Ord:0000072455- Line:6    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,     ,000007245560,EPS
0000072494,1,11/25/2011,Ord:0000072494- Line:1    ,       ,        ,P3A,12/3/2011,11/25/2011,   ,4101,QUO,05,0,1971 ,000007249410,EPS
0000072582,1,11/29/2011,Ord:0000072582- Line:1    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,     ,000007258210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072582,2,11/29/2011,Ord:0000072582- Line:2    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,     ,000007258220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072582,3,11/29/2011,Ord:0000072582- Line:3    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,     ,000007258230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072582,4,11/29/2011,Ord:0000072582- Line:4    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,     ,000007258240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072611,1,11/29/2011,Ord:0000072611- Line:1    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,1974 ,000007261110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072611,2,11/29/2011,Ord:0000072611- Line:2    ,       ,        ,P3A,12/7/2011,11/29/2011,   ,5900,QUO,05,0,1974 ,000007261120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072805,1,12/2/2011,Ord:0000072805- Line:1    ,       ,        ,P3A,12/2/2011,12/2/2011,   ,5900,QUO,05,0,     ,000007280510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,1,12/7/2011,Ord:0000073003- Line:1    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,2,12/7/2011,Ord:0000073003- Line:2    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,3,12/7/2011,Ord:0000073003- Line:3    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,4,12/7/2011,Ord:0000073003- Line:4    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,5,12/7/2011,Ord:0000073003- Line:5    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,6,12/7/2011,Ord:0000073003- Line:6    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,7,12/7/2011,Ord:0000073003- Line:7    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,8,12/7/2011,Ord:0000073003- Line:8    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073003,9,12/7/2011,Ord:0000073003- Line:9    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007300390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073032,1,12/7/2011,Ord:0000073032- Line:1    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007303210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073032,2,12/7/2011,Ord:0000073032- Line:2    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007303220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073032,3,12/7/2011,Ord:0000073032- Line:3    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007303230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,1,12/7/2011,Ord:0000073045- Line:1    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,2,12/7/2011,Ord:0000073045- Line:2    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,3,12/7/2011,Ord:0000073045- Line:3    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,4,12/7/2011,Ord:0000073045- Line:4    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,5,12/7/2011,Ord:0000073045- Line:5    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,6,12/7/2011,Ord:0000073045- Line:6    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,7,12/7/2011,Ord:0000073045- Line:7    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007304570,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,8,12/7/2011,Ord:0000073045- Line:8    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007304580,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073045,9,12/7/2011,Ord:0000073045- Line:9    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,     ,000007304590,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073054,1,12/7/2011,Ord:0000073054- Line:1    ,       ,        ,P3A,1/27/2012,12/7/2011,   ,5900,QUO,05,0,1972 ,000007305410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073054,2,12/7/2011,Ord:0000073054- Line:2    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007305420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,1,12/7/2011,Ord:0000073064- Line:1    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,2,12/7/2011,Ord:0000073064- Line:2    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,3,12/7/2011,Ord:0000073064- Line:3    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,4,12/7/2011,Ord:0000073064- Line:4    ,       ,        ,P3A,12/7/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,5,12/7/2011,Ord:0000073064- Line:5    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306450,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073064,6,12/7/2011,Ord:0000073064- Line:6    ,       ,        ,P3A,12/15/2011,12/7/2011,   ,5900,QUO,05,0,1972 ,000007306460,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073131,1,12/8/2011,Ord:0000073131- Line:1    ,       ,        ,P3A,12/16/2011,12/8/2011,   ,5900,QUO,05,0,     ,000007313110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073145,1,12/8/2011,Ord:0000073145- Line:1    ,       ,        ,P3A,12/16/2011,12/8/2011,   ,5900,QUO,05,0,     ,000007314510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073211,1,12/12/2011,Ord:0000073211- Line:1    ,       ,        ,P3A,12/12/2011,12/12/2011,   ,5900,QUO,05,0,     ,000007321110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073211,2,12/12/2011,Ord:0000073211- Line:2    ,       ,        ,P3A,12/12/2011,12/12/2011,   ,5900,QUO,05,0,     ,000007321120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073224,1,12/12/2011,Ord:0000073224- Line:1    ,       ,        ,P3A,12/12/2011,12/12/2011,   ,5900,QUO,05,0,1972 ,000007322410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073224,2,12/12/2011,Ord:0000073224- Line:2    ,       ,        ,P3A,12/12/2011,12/12/2011,   ,5900,QUO,05,0,1972 ,000007322420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073239,1,12/12/2011,Ord:0000073239- Line:1    ,       ,        ,P3A,12/20/2011,12/12/2011,   ,5900,QUO,05,0,1974 ,000007323910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073239,2,12/12/2011,Ord:0000073239- Line:2    ,       ,        ,P3A,12/12/2011,12/12/2011,   ,5900,QUO,05,0,1974 ,000007323920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073430,1,12/15/2011,Ord:0000073430- Line:1    ,       ,        ,P3A,12/23/2011,12/15/2011,   ,5900,QUO,05,0,     ,000007343010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073430,2,12/15/2011,Ord:0000073430- Line:2    ,       ,        ,P3A,12/15/2011,12/15/2011,   ,5900,QUO,05,0,     ,000007343020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000073964,1,12/27/2011,Ord:0000073964- Line:1    ,       ,        ,P3A,1/4/2012,12/27/2011,   ,5900,QUO,05,0,1972 ,000007396410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074227,1,1/2/2012,Ord:0000074227- Line:1    ,       ,        ,P3A,1/10/2012,1/2/2012,   ,5900,QUO,05,0,     ,000007422710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074509,1,1/6/2012,Ord:0000074509- Line:1    ,       ,        ,P3A,1/6/2012,1/6/2012,   ,5900,QUO,05,0,1974 ,000007450910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074509,2,1/6/2012,Ord:0000074509- Line:2    ,       ,        ,P3A,1/6/2012,1/6/2012,   ,5900,QUO,05,0,1974 ,000007450920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074509,3,1/6/2012,Ord:0000074509- Line:3    ,       ,        ,P3A,1/6/2012,1/6/2012,   ,5900,QUO,05,0,1974 ,000007450930,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074601,1,1/10/2012,Ord:0000074601- Line:1    ,       ,        ,P3A,1/18/2012,1/10/2012,   ,5900,QUO,05,0,     ,000007460110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074636,1,1/10/2012,Ord:0000074636- Line:1    ,       ,        ,P3A,1/10/2012,1/10/2012,   ,5900,QUO,05,0,     ,000007463610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074636,2,1/10/2012,Ord:0000074636- Line:2    ,       ,        ,P3A,1/18/2012,1/10/2012,   ,5900,QUO,05,0,     ,000007463620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074760,1,1/12/2012,Ord:0000074760- Line:1    ,       ,        ,P3A,1/20/2012,1/12/2012,   ,5900,QUO,05,0,     ,000007476010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074810,1,1/12/2012,Ord:0000074810- Line:1    ,       ,        ,P3A,1/20/2012,1/12/2012,   ,5900,QUO,05,0,1974 ,000007481010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074836,1,1/13/2012,Ord:0000074836- Line:1    ,       ,        ,P3A,1/21/2012,1/13/2012,   ,5900,QUO,05,0,     ,000007483610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074858,1,1/13/2012,Ord:0000074858- Line:1    ,       ,        ,P3A,1/13/2012,1/13/2012,   ,5900,QUO,05,0,     ,000007485810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074858,2,1/13/2012,Ord:0000074858- Line:2    ,       ,        ,P3A,1/13/2012,1/13/2012,   ,5900,QUO,05,0,     ,000007485820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000074858,3,1/13/2012,Ord:0000074858- Line:3    ,       ,        ,P3A,1/13/2012,1/13/2012,   ,5900,QUO,05,0,     ,000007485830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075030,1,1/17/2012,Ord:0000075030- Line:1    ,       ,        ,P3A,1/25/2012,1/17/2012,   ,5900,QUO,05,0,1977 ,000007503010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075030,2,1/17/2012,Ord:0000075030- Line:2    ,       ,        ,P3A,1/25/2012,1/17/2012,   ,5900,QUO,05,0,1977 ,000007503020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075030,3,1/17/2012,Ord:0000075030- Line:3    ,       ,        ,P3A,1/27/2012,1/17/2012,   ,5900,QUO,05,0,4476 ,000007503030,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075206,2,1/19/2012,Ord:0000075206- Line:2    ,       ,        ,P3A,1/19/2012,1/19/2012,   ,5900,QUO,05,0,     ,000007520620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075206,3,1/19/2012,Ord:0000075206- Line:3    ,       ,        ,P3A,1/19/2012,1/19/2012,   ,5900,QUO,05,0,     ,000007520630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075206,4,1/19/2012,Ord:0000075206- Line:4    ,       ,        ,P3A,1/19/2012,1/19/2012,   ,5900,QUO,05,0,     ,000007520640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075206,5,1/19/2012,Ord:0000075206- Line:5    ,       ,        ,P3A,1/19/2012,1/19/2012,   ,5900,QUO,05,0,     ,000007520650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075206,6,1/19/2012,Ord:0000075206- Line:6    ,       ,        ,P3A,1/19/2012,1/19/2012,   ,5900,QUO,05,0,     ,000007520660,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075335,1,1/23/2012,Ord:0000075335- Line:1    ,       ,        ,P3A,1/23/2012,1/23/2012,   ,5900,QUO,05,0,     ,000007533510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075335,2,1/23/2012,Ord:0000075335- Line:2    ,       ,        ,P3A,1/23/2012,1/23/2012,   ,5900,QUO,05,0,     ,000007533520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075566,3,1/27/2012,Ord:0000075566- Line:3    ,       ,        ,P3A,2/4/2012,1/27/2012,   ,5900,QUO,05,0,     ,000007556630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075566,4,1/27/2012,Ord:0000075566- Line:4    ,       ,        ,P3A,2/4/2012,1/27/2012,   ,5900,QUO,05,0,     ,000007556640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075578,1,1/27/2012,Ord:0000075578- Line:1    ,       ,        ,P3A,1/27/2012,1/27/2012,   ,5900,QUO,05,0,     ,000007557810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075776,1,2/1/2012,Ord:0000075776- Line:1    ,       ,        ,P3A,2/1/2012,2/1/2012,   ,5900,QUO,05,0,     ,000007577610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075890,1,2/3/2012,Ord:0000075890- Line:1    ,       ,        ,P3A,2/3/2012,2/3/2012,   ,5900,QUO,05,0,     ,000007589010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075890,2,2/3/2012,Ord:0000075890- Line:2    ,       ,        ,P3A,2/3/2012,2/3/2012,   ,5900,QUO,05,0,     ,000007589020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075908,1,2/3/2012,Ord:0000075908- Line:1    ,       ,        ,P3A,2/3/2012,2/3/2012,   ,5900,QUO,05,0,     ,000007590810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000075908,2,2/3/2012,Ord:0000075908- Line:2    ,       ,        ,P3A,2/3/2012,2/3/2012,   ,5900,QUO,05,0,     ,000007590820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076018,1,2/6/2012,Ord:0000076018- Line:1    ,       ,        ,P3A,2/6/2012,2/6/2012,   ,5900,QUO,05,0,1976 ,000007601810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076018,2,2/6/2012,Ord:0000076018- Line:2    ,       ,        ,P3A,2/6/2012,2/6/2012,   ,5900,QUO,05,0,1976 ,000007601820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076018,3,2/6/2012,Ord:0000076018- Line:3    ,       ,        ,P3A,2/6/2012,2/6/2012,   ,5900,QUO,05,0,1976 ,000007601830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076018,4,2/6/2012,Ord:0000076018- Line:4    ,       ,        ,P3A,2/6/2012,2/6/2012,   ,5900,QUO,05,0,1976 ,000007601840,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076614,1,2/17/2012,Ord:0000076614- Line:1    ,       ,        ,P3A,2/17/2012,2/17/2012,   ,5900,QUO,05,0,     ,000007661410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,1,2/22/2012,Ord:0000076853- Line:1    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,2,2/22/2012,Ord:0000076853- Line:2    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,3,2/22/2012,Ord:0000076853- Line:3    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,4,2/22/2012,Ord:0000076853- Line:4    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,5,2/22/2012,Ord:0000076853- Line:5    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,6,2/22/2012,Ord:0000076853- Line:6    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,7,2/22/2012,Ord:0000076853- Line:7    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,8,2/22/2012,Ord:0000076853- Line:8    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,9,2/22/2012,Ord:0000076853- Line:9    ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,000007685390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076853,10,2/22/2012,Ord:0000076853- Line:10   ,       ,        ,P3A,2/22/2012,2/22/2012,   ,5900,QUO,05,0,     ,0000076853100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,1,2/24/2012,Ord:0000076989- Line:1    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,2,2/24/2012,Ord:0000076989- Line:2    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,3,2/24/2012,Ord:0000076989- Line:3    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698930,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,4,2/24/2012,Ord:0000076989- Line:4    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698940,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,5,2/24/2012,Ord:0000076989- Line:5    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698950,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,6,2/24/2012,Ord:0000076989- Line:6    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698960,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,7,2/24/2012,Ord:0000076989- Line:7    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698970,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,8,2/24/2012,Ord:0000076989- Line:8    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698980,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,9,2/24/2012,Ord:0000076989- Line:9    ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,000007698990,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,10,2/24/2012,Ord:0000076989- Line:10   ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,0000076989100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,11,2/24/2012,Ord:0000076989- Line:11   ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,     ,0000076989110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000076989,12,2/24/2012,Ord:0000076989- Line:12   ,       ,        ,P3A,2/24/2012,2/24/2012,   ,5900,QUO,05,0,1976 ,0000076989120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077381,2,3/2/2012,Ord:0000077381- Line:2    ,       ,        ,P3A,3/2/2012,3/2/2012,   ,5900,QUO,05,0,     ,000007738120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077381,3,3/2/2012,Ord:0000077381- Line:3    ,       ,        ,P3A,3/2/2012,3/2/2012,   ,5900,QUO,05,0,     ,000007738130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077381,4,3/2/2012,Ord:0000077381- Line:4    ,       ,        ,P3A,3/2/2012,3/2/2012,   ,5900,QUO,05,0,     ,000007738140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077381,6,3/2/2012,Ord:0000077381- Line:6    ,       ,        ,P3A,3/2/2012,3/2/2012,   ,5900,QUO,05,0,     ,000007738160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077381,7,3/2/2012,Ord:0000077381- Line:7    ,       ,        ,P3A,3/2/2012,3/2/2012,   ,5900,QUO,05,0,     ,000007738170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,1,3/12/2012,Ord:0000077847- Line:1    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,2,3/12/2012,Ord:0000077847- Line:2    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,3,3/12/2012,Ord:0000077847- Line:3    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784730,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,4,3/12/2012,Ord:0000077847- Line:4    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784740,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,5,3/12/2012,Ord:0000077847- Line:5    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784750,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,6,3/12/2012,Ord:0000077847- Line:6    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784760,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,7,3/12/2012,Ord:0000077847- Line:7    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784770,SANITARY EQUIPMENT ( EXCL. FLOW )
0000077847,8,3/12/2012,Ord:0000077847- Line:8    ,       ,        ,P3A,3/12/2012,3/12/2012,   ,5900,QUO,05,0,     ,000007784780,SANITARY EQUIPMENT ( EXCL. FLOW )
0000078171,1,3/19/2012,Ord:0000078171- Line:1    ,       ,        ,P3A,3/19/2012,3/19/2012,   ,5900,QUO,05,0,1977 ,000007817110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000078476,1,3/26/2012,Ord:0000078476- Line:1    ,       ,        ,P3A,3/26/2012,3/26/2012,   ,5900,QUO,05,0,     ,000007847610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000078476,2,3/26/2012,Ord:0000078476- Line:2    ,       ,        ,P3A,3/26/2012,3/26/2012,   ,5900,QUO,05,0,     ,000007847620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000078476,3,3/26/2012,Ord:0000078476- Line:3    ,       ,        ,P3A,3/26/2012,3/26/2012,   ,5900,QUO,05,0,     ,000007847630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000078476,4,3/26/2012,Ord:0000078476- Line:4    ,       ,        ,P3A,3/26/2012,3/26/2012,   ,5900,QUO,05,0,     ,000007847640,SANITARY EQUIPMENT ( EXCL. FLOW )
